id;guid;dayOfWeek;openHoursBegin;openHoursEnd;breakHoursBegin;breakHoursEnd;comment;type;chartOrganizationId
8134;84099f66-050c-468b-add4-6debd9fdc9fe;1;07:48:00;17:00:00;12:00:00;13:00:00;;OpeningHours;5
8135;d78ac9bc-893f-45e1-a517-39c58518d426;0;;;;;;ReceptionHours;7
8136;2a7c785d-7d3b-44f7-bd7f-b7aa07e265d1;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;7
8137;b589c21b-2237-429c-8992-4ceae5facb96;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;7
8138;f030f8f8-25f7-4172-802a-97bdb619107a;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;7
8139;4300bdab-6bca-49b2-a913-7969e98dee90;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;7
8140;b88aa4b8-7b8c-48c1-9f04-1f78a2518335;6;;;;;;ReceptionHours;7
8141;9d8885f3-6d8d-4138-9f1d-76d1cbbf372e;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;7
8142;5aa55742-78a4-4f66-b793-3ff66823aab6;0;;;;;;OpeningHours;7
8143;0aeccf59-eff6-483b-9d6e-61eefbdca36d;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;7
8144;9105a6c1-e417-4112-8adf-e81e191c5616;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;7
8145;de5b2ec3-956c-47ab-bba3-76d3bc213949;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;7
8146;7035c97c-e25b-47e2-abc0-3d1fc9eb0a1a;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;7
8147;d55df03b-9189-4d23-9093-c9bcc9ca1a58;6;;;;;;OpeningHours;7
8148;98c6cc1d-08b5-42e5-9163-f7d8c0fcc51b;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;7
8149;b6315587-f169-41dd-9294-63fb82773f9b;0;;;;;;ReceptionHours;9
8150;be8ef98f-3e49-4cd0-8e17-209a25829546;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;9
8151;09b94cfb-e8be-4827-a7e5-f16f04161427;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;9
8152;7fe76c2d-eb02-4bcc-883a-5935b356d732;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;9
8153;2e8fd8a1-9e71-4a22-89cc-825cfb177632;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;9
8154;0d5add4a-4176-4609-bf2b-a327bdf6abab;6;;;;;;ReceptionHours;9
8155;c1fd8a82-fe27-4326-997b-a824b8154639;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;9
8156;9c222a08-4282-40d1-ac30-cf985b4be260;0;;;;;;OpeningHours;9
8157;02eeb876-c9ae-45bc-9a5a-10364569218b;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;9
8158;b1922ea4-f50f-4b02-9597-9722058ed430;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;9
8159;f435135f-e875-484b-a13e-17fe18a1b91a;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;9
8160;e2e9df76-13b4-48f4-a34a-cb1a741ae8c3;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;9
8161;26fef253-d10d-4ecb-a293-5d1f4b48d7d5;6;;;;;;OpeningHours;9
8162;e0f5b708-174c-4787-87f2-da00feea250f;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;9
8163;98b258e1-d4b9-4381-bf7c-bbff078ed8ec;0;;;;;;ReceptionHours;10
8164;96e42296-907a-4e91-a5c4-568099eb7431;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;10
8165;48456a55-84a1-47fd-b824-68b14b1960a6;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;10
8166;3d3de63f-3a81-4fe0-9466-636f9a4af55a;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;10
8167;aae3f471-df96-4d70-97e3-c8e0b50ab479;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;10
8168;ce004030-c6cb-405f-a472-541ca71aa9fb;6;;;;;;ReceptionHours;10
8169;2d60163b-890c-41b1-8fde-5874c750e2af;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;10
8170;e070746d-1bcb-4bf1-ae53-d2fa008c924d;0;;;;;;OpeningHours;10
8171;a3fa601d-8c51-4e07-ae15-12f7affc34ae;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;10
8172;b55cbc18-bead-4675-b2a3-eb501ebbfaef;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;10
8173;53e2e3d0-9bf1-4c34-a268-5375da886f0f;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;10
8174;4bec78c9-d1af-4580-a2d6-bb82adc3e419;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;10
8175;4c8c2ef9-6b82-4293-906a-f78a8cc5272e;6;;;;;;OpeningHours;10
8176;c63cdbc5-271c-4ab9-9b07-bee56cd4ea5b;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;10
8177;58221ea1-8108-4b25-8b7c-34eb574d284b;0;;;;;;ReceptionHours;11
8178;add93b2b-d6c9-46bb-a07a-61432b97f264;2;08:30:00;16:30:00;12:00:00;13:00:00;;ReceptionHours;11
8179;e3eb2f45-cc31-4c02-be64-2882f5cc307b;3;;;;;;ReceptionHours;11
8180;1ab84a7b-9ffb-4f3d-8759-40249bea3ae5;4;08:30:00;16:30:00;12:00:00;13:00:00;;ReceptionHours;11
8181;9e4dcdca-a2a9-45ce-a2c9-891fc8a34a80;5;;;;;;ReceptionHours;11
8182;2e42ef1a-a385-4e16-a3df-717982bfe0b0;6;;;;;;ReceptionHours;11
8183;78b6ddf2-4200-4028-a06b-c70cad8bf30b;1;08:30:00;16:30:00;12:00:00;13:00:00;;ReceptionHours;11
8184;d959a60c-8738-42eb-9314-1a7bc25b455e;0;;;;;;OpeningHours;11
8185;b8c942b4-976a-40d7-a897-9362b851738d;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;11
8186;dd9cb3bc-c6a3-46a9-9abd-000a504fc905;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;11
8187;68a2a18a-12e5-41fb-a94e-aacca2e691bd;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;11
8188;6da7d84e-7148-46ef-92f6-1beb2bd4db9c;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;11
8189;56184fa3-4115-4498-b2c6-a7a69962bdc0;6;;;;;;OpeningHours;11
8190;020b61f5-bac6-42ac-aa1a-49df62fb2c4d;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;11
8191;bea9be59-d783-464a-9f1c-9cbc018e6fa5;0;;;;;;ReceptionHours;14
8192;88719208-74b6-4741-8ca7-c859311abc96;2;;;;;;ReceptionHours;14
8193;013e5284-8346-4f8a-9f75-76b87abcfbe0;3;;;;;;ReceptionHours;14
8194;fe27e07b-43e2-42c1-982b-9a68441fbe39;4;;;;;;ReceptionHours;14
8195;10624c18-9595-4de7-8290-a812424c437b;5;;;;;;ReceptionHours;14
8196;591222d2-82db-4e67-9d0a-268b14280c72;6;;;;;;ReceptionHours;14
8197;3a9a4f66-6e67-4dd5-8672-5c0237985274;1;08:00:00;17:00:00;;;;ReceptionHours;14
8198;d3513b0d-5a46-4c95-8b58-7da0a9e0783f;0;;;;;;OpeningHours;14
8199;fe6fb235-c36c-4947-bcfc-8aed47f76d2e;2;08:00:00;17:00:00;;;;OpeningHours;14
8200;f0b1661d-3999-4524-8eb9-46002538f028;3;08:00:00;17:00:00;;;;OpeningHours;14
8201;b51d423c-9374-4686-af97-7a5c55adfc14;4;;;;;;OpeningHours;14
8202;a5a950fd-a080-485e-ac6b-d1dcd6fdf5e2;5;;;;;;OpeningHours;14
8203;ccf9341c-4162-471b-9c18-bac94b1bb852;6;;;;;;OpeningHours;14
8204;393ccf6f-d55e-4ea0-b1dc-3c0284b54999;1;08:00:00;17:00:00;;;;OpeningHours;14
8205;2814091c-69d7-4fed-ad1e-6ac623c74ad5;0;;;;;;ReceptionHours;15
8206;e879a73a-072f-45c1-b76b-03f936d77007;2;;;;;;ReceptionHours;15
8207;66d86cd3-7730-4262-bdd8-4abfa7612a6e;3;;;;;;ReceptionHours;15
8208;4428470c-c5ed-4cca-a681-bfff182bc39f;4;17:15:00;19:00:00;;;;ReceptionHours;15
8209;31ee1982-a8ba-4dc3-a40d-47d444fa70df;5;;;;;;ReceptionHours;15
8210;3901ad1d-92a1-4e0e-82f1-83df74db2a33;6;;;;;;ReceptionHours;15
8211;c101318f-eed2-427b-b7a6-5fcef6a8cb19;1;;;;;;ReceptionHours;15
8212;9ab0692d-a8c4-48b2-b7d1-4ffd95699bad;0;;;;;;OpeningHours;15
8213;b33e0cfa-45f6-4d2c-b1e0-8b4f70a36355;2;;;;;;OpeningHours;15
8214;b758cdde-adac-4fe8-92f9-dead0f5af715;3;;;;;;OpeningHours;15
8215;5f0eb6e7-2d4e-4b72-b8e4-f4c34e8a018b;4;17:15:00;19:00:00;;;;OpeningHours;15
8216;08861cd8-a87b-48c5-86ef-d4e1dfc3024a;5;;;;;;OpeningHours;15
8217;2e7d4210-409d-42a8-beca-844b4d18c4c1;6;;;;;;OpeningHours;15
8218;3860c1e1-54a4-4a1a-b4ec-e965d0ab6e18;1;;;;;;OpeningHours;15
8219;67fcfc5c-9446-4ad6-a70d-bb0a5b81fdd2;0;;;;;;ReceptionHours;16
8220;41438fe2-856b-4ac1-bb71-d1e65cdefe69;2;;;;;;ReceptionHours;16
8221;a022df95-6893-4619-84ec-53449542b5ca;3;12:00:00;17:00:00;;;;ReceptionHours;16
8222;b99582f4-3364-49bc-b5de-5bc519d44bde;4;;;;;;ReceptionHours;16
8223;2021b658-fd8d-4d6b-b860-b538a4230678;5;12:00:00;17:00:00;;;;ReceptionHours;16
8224;6ffc476c-d1de-4a3b-9ba2-8c84066c18ff;6;;;;;;ReceptionHours;16
8225;f0c82a7c-fb04-407b-9260-2cc8ca4898da;1;12:00:00;17:00:00;;;;ReceptionHours;16
8226;a9336391-b449-4d7a-8661-d50bfdd3652e;0;;;;;;OpeningHours;16
8227;eaa65900-ea2e-43b4-a2a3-83b9d2ef818d;2;08:00:00;17:00:00;;;;OpeningHours;16
8228;1c4625f7-7dee-41c8-842d-9be322f835bf;3;08:00:00;17:00:00;;;;OpeningHours;16
8229;4483593f-33f8-4d36-9a89-c5f52090b7f8;4;08:00:00;17:00:00;;;;OpeningHours;16
8230;cc0b8243-13e0-4a2a-8cc1-bbd1da3b619a;5;08:00:00;17:00:00;;;;OpeningHours;16
8231;633deb68-1ec8-4228-a393-1ff0ecb3e0a3;6;;;;;;OpeningHours;16
8232;427b64cf-82b1-4fad-9643-4583ab300bad;1;08:00:00;17:00:00;;;;OpeningHours;16
8233;f3277f36-9fa2-458a-a4e6-8ec4badeacf6;0;;;;;;ReceptionHours;17
8234;1f33f6d7-107d-4cae-a01f-64f8812156bf;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;17
8235;342f8076-bab6-4df8-ad08-dc33d776d83c;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;17
8236;ff5ca2e2-9b3f-451c-a0e3-0aba1a1e2ad3;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;17
8237;d7502f3e-e7c1-497c-910a-8b6d9de25357;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;17
8238;e08ac857-61ac-46d8-a3a9-58da65aa1bca;6;;;;;;ReceptionHours;17
8239;9c87ee8c-842e-4495-bbfe-0550f9eab00b;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;17
8240;17d4477e-c537-4be9-bd76-2295b5695bf6;0;;;;;;OpeningHours;17
8241;b62a0da3-7372-4c13-91aa-bc28b6a291a6;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;17
8242;b29bf01b-eb06-4feb-b777-1e0705bcb3b4;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;17
8243;c035788e-6f4a-43b9-abc6-dff7dbb118b6;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;17
8244;5545ad92-c230-482e-83dc-a798fcb98b4f;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;17
8245;8c9b54f5-cbd1-4fac-9ec9-630a8f56a4d8;6;;;;;;OpeningHours;17
8246;9dfca992-609c-4f3a-92f3-811e70fd36c8;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;17
8247;99f4fc40-06d5-4301-81d0-981341784da7;0;;;;;;ReceptionHours;18
8248;aac27ea8-7218-4a9f-8c61-a1672c4e9df4;2;12:00:00;15:00:00;;;;ReceptionHours;18
8249;def31505-565c-489d-b9aa-80e916908bbb;3;12:00:00;15:00:00;;;;ReceptionHours;18
8250;02f6992b-b8d9-4a6b-a067-94739ffeb6ea;4;12:00:00;15:00:00;;;;ReceptionHours;18
8251;aef5ba4c-efad-46cd-81fc-613e9f4de47e;5;12:00:00;15:00:00;;;;ReceptionHours;18
8252;3283d27a-4781-43db-a4cf-7043c6a83c93;6;;;;;;ReceptionHours;18
8253;753c1b3b-5e3d-41ef-9c98-3d21bb777beb;1;12:00:00;15:00:00;;;;ReceptionHours;18
8254;f2346186-3b9a-4b72-a91f-6777e5029ec3;0;;;;;;OpeningHours;18
8255;93deaca7-6091-4b78-8ce6-4865da946cbf;2;10:00:00;16:00:00;;;;OpeningHours;18
8256;3e36a293-78dc-4bed-8234-3c96c94d2f24;3;10:00:00;16:00:00;;;;OpeningHours;18
8257;6893becc-4355-4e93-9b42-6992bc01d914;4;10:00:00;16:00:00;;;;OpeningHours;18
8258;b12c9f15-45f3-4e32-93df-d268e59a8edf;5;10:00:00;16:00:00;;;;OpeningHours;18
8259;3c363244-9352-4076-8d30-a516f1d79322;6;;;;;;OpeningHours;18
8260;3ec26faf-2dda-4060-b22d-73a3041235b2;1;10:00:00;16:00:00;;;;OpeningHours;18
8261;f72ef24d-37c9-447a-803b-52baae9babb7;0;;;;;;ReceptionHours;19
8262;8be3f6a2-2308-4ebc-b2ab-47014f44e563;2;;;;;;ReceptionHours;19
8263;b5c9536f-b817-4dce-9a27-b01ff3e0bb95;3;;;;;;ReceptionHours;19
8264;7a26dbd9-8e57-499d-af3e-8e8d68881ef1;4;;;;;;ReceptionHours;19
8265;72261039-cb6c-4167-b043-32aaf74611af;5;;;;;;ReceptionHours;19
8266;c1ccf49d-15d9-45db-988f-ab4b63d2e83c;6;;;;;;ReceptionHours;19
8267;de7ba298-f396-41c1-8e6e-86e65ccb5868;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;19
8268;b15c05a1-f0eb-4845-b7c1-ac61ae2fb904;0;;;;;;OpeningHours;19
8269;6615617e-215f-4d21-9331-9a6e7ef033f8;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;19
8270;c08b6132-3ed2-4af3-a72e-b754376814ef;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;19
8271;3bfb059b-35df-4e72-b440-40f4a1b2ef11;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;19
8272;8b7927d8-28fd-43af-a122-9531e9edc123;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;19
8273;4c9838df-5635-401d-8063-c7a05a8a4eca;6;;;;;;OpeningHours;19
8274;e434ef8f-47e7-40d0-adf4-cecd9ba39f8c;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;19
8275;d895abc1-fda6-4833-aefc-8d9a3d7c58f5;0;;;;;;ReceptionHours;21
8276;985c51a8-18e7-4719-b6cd-e5d6c592108f;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;21
8277;ff44c2ee-adc3-4d2b-86fa-0af4c58bf903;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;21
8278;f60fa400-ac0b-4380-be3c-da95fe2f83c5;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;21
8279;bd85fa7a-cb0a-4f81-a51e-3dce5f1dc201;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;21
8280;5f30345f-13d7-4c99-84c0-bb7aaab280e7;6;;;;;;ReceptionHours;21
8281;bfcea1d2-6448-4eae-b0c1-7c51cbaa2cb3;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;21
8282;a40328b5-7571-4cdd-a198-a96bcb7bf294;0;;;;;;OpeningHours;21
8283;67978264-bd38-4e75-967d-c6ab848e8ad8;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;21
8284;8a43edc3-9bc1-42b0-9231-fc45b953dc47;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;21
8285;d065611c-b803-4363-8aff-9c309d426f87;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;21
8286;b7edf7f9-1f23-4139-a2b4-13ccb61a3616;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;21
8287;d09af03e-2bc1-4452-890a-c0a81134e28f;6;;;;;;OpeningHours;21
8288;5c9f35e9-589e-45d8-9d7a-8fc564c40748;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;21
8289;859c5f78-d828-4b59-91a6-5e3f5010243a;0;;;;;;ReceptionHours;22
8290;cf392827-0a75-47d4-8221-b1434be52b2b;2;;;;;;ReceptionHours;22
8291;7c32a73c-1fc8-46a6-8843-b8e95145cb71;3;;;;;;ReceptionHours;22
8292;7d05eb8f-68b6-4e2a-96a2-6b99d1e0c08d;4;;;;;;ReceptionHours;22
8293;41162e40-fb68-4c92-a441-6fa693a8eb3a;5;;;;;;ReceptionHours;22
8294;1b8b2f49-0cf6-4958-b8e4-18b148ad5bed;6;;;;;;ReceptionHours;22
8295;fab0e3bd-609f-45fe-a245-d85ef48ad15f;1;08:00:00;21:00:00;12:00:00;14:00:00;;ReceptionHours;22
8296;8417700a-bc77-4822-9766-a2f61ef8dfe9;0;;;;;;OpeningHours;22
8297;638e9f2d-6deb-455c-b37e-a257a7c08aae;2;;;;;;OpeningHours;22
8298;8a720c79-5d9b-4562-b63d-010c76232451;3;;;;;;OpeningHours;22
8299;46e3d878-a285-4e9d-b46d-019861ae9fb3;4;;;;;;OpeningHours;22
8300;a635ae8f-4438-4cc1-85bb-442f0811da0a;5;;;;;;OpeningHours;22
8301;a1dede13-69af-474e-b74e-59c2532dcdb3;6;;;;;;OpeningHours;22
8302;26d4507d-e411-43ea-bbb5-9367e3415c24;1;08:00:00;21:00:00;;;;OpeningHours;22
8303;3ccd8bea-1079-43c3-92b4-a94984116c0c;0;;;;;;ReceptionHours;23
8304;0859309e-a009-4a10-85b5-a3be092602b1;2;;;;;;ReceptionHours;23
8305;d3080b90-7b45-4bbc-b6bf-45649c9c18b4;3;;;;;;ReceptionHours;23
8306;49d39259-77f9-4407-8452-0a1e18d13575;4;;;;;;ReceptionHours;23
8307;b4e399ce-ff4f-44b3-946f-3f8e7bb4e651;5;;;;;;ReceptionHours;23
8308;34bc8448-3886-4c16-8f59-2b76b3a7c1e5;6;10:00:00;18:00:00;12:00:00;13:00:00;;ReceptionHours;23
8309;ecb232e3-c8f7-4f8a-a992-1e5ba8eab242;1;;;;;;ReceptionHours;23
8310;1d73a6c6-37fc-425d-ba69-0d0aeecd68c8;0;08:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;23
8311;0b2bb513-de52-47e1-94db-16a16bbbf8c6;2;;;;;;OpeningHours;23
8312;8077ec57-08d3-4a60-b723-21ddfd51de81;3;15:00:00;20:00:00;17:00:00;17:30:00;;OpeningHours;23
8313;c41997b8-a3ac-4526-b6df-9e4accc0495a;4;15:00:00;20:00:00;17:00:00;17:30:00;;OpeningHours;23
8314;8b691987-e04d-458d-b3dd-89de6a2aff76;5;15:00:00;20:00:00;17:00:00;17:30:00;;OpeningHours;23
8315;36744f65-b73a-46b7-a918-680b509e43a0;6;08:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;23
8316;b58f8043-9ac1-457a-90a8-a9fc05bfeaa9;1;;;;;;OpeningHours;23
8317;62072439-8aa2-4da2-957d-55943ec92f64;0;;;;;;ReceptionHours;24
8318;a467b695-2cb9-4e0e-8061-811f7946a4e3;2;;;;;;ReceptionHours;24
8319;2b5657ed-f592-489c-af11-9893bbe09662;3;08:00:00;17:00:00;;;;ReceptionHours;24
8320;16b35986-503a-4f37-8aba-555d4436199a;4;;;;;;ReceptionHours;24
8321;dc8464cd-8483-4cc1-98b8-5c044ccda5ae;5;08:00:00;17:00:00;;;;ReceptionHours;24
