id;guid;dayOfWeek;openHoursBegin;openHoursEnd;breakHoursBegin;breakHoursEnd;comment;type;chartOrganizationId
10488;a12d6131-add9-49ce-a3ca-fcbac5f15512;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;209
10489;cd34d55e-56a2-4556-ad22-9de8bdfe5d9d;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;209
10490;227dec9c-9f5a-4e72-9cae-4635be19bf17;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;209
10491;fe559570-2e32-4f3a-a5d3-b9a514a26cf1;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;209
10492;dc672219-7d49-4e12-8378-c227affecf7a;6;;;;;;ReceptionHours;209
10493;e08fa44a-0395-4bdb-b605-f92d2435dbaa;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;209
10494;5fdf5b36-1e66-4204-8b93-82c420c22bb3;0;;;;;;OpeningHours;209
10495;ff3ef54e-daab-4cb2-9914-0548ce0e01ba;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;209
10496;6190d958-2ef8-4c4b-ac35-ae46cfc9131c;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;209
10497;789cfd57-daa4-475d-8c47-dea76d4404e9;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;209
10498;5e57d257-00d7-4380-befc-58dbf3ec7946;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;209
10499;b5636b1f-9479-4a9e-9173-a5bf02128e16;6;;;;;;OpeningHours;209
10500;112b109e-819c-40e1-a06d-02ef7db55731;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;209
10501;ca7e1a92-46ca-4736-80b3-4628581c161c;0;;;;;;ReceptionHours;210
10502;078c38ee-51e9-4342-8b1d-d1a4d3534165;2;;;;;;ReceptionHours;210
10503;5b16ddc5-0126-4e02-aeb1-0e4b72414ab3;3;17:00:00;18:00:00;;;;ReceptionHours;210
10504;174eaa3b-427e-4ea7-a3b2-bf4668599d7f;4;;;;;;ReceptionHours;210
10505;78ba40f2-96ee-4f50-9db0-57b92209ffea;5;;;;;;ReceptionHours;210
10506;f3a890b6-5d45-496b-acbe-120acdd48e35;6;;;;;;ReceptionHours;210
10507;4ce38364-77b6-47b8-845e-65c4adf388c9;1;;;;;;ReceptionHours;210
10508;eb72a1b3-aa9e-4713-bddc-c39965caa4c1;0;;;;;;OpeningHours;210
10509;b37026c2-b620-4aeb-93d3-6055cd2a60ae;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;210
10510;64db1bc5-9569-4cfd-8cc2-4db63c088956;3;08:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;210
10511;da11ab58-9821-425d-98f0-e829d898bcd8;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;210
10512;92071ed0-3085-4386-947b-4b3c420fd7e3;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;210
10513;84858b1c-097a-4bb6-a00f-d44751805f7a;6;;;;;;OpeningHours;210
10514;cd818e60-cd40-43ba-a016-969b6e1501c4;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;210
10515;60287fce-fbad-426f-b3f5-7733933d49ea;0;;;;;;ReceptionHours;211
10516;3a610b33-5ac0-474e-bda4-7d01fddfb086;2;13:00:00;17:00:00;;;;ReceptionHours;211
10517;aee5e20c-bd30-4778-997a-68a186985e6c;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;211
10518;8b33f8ba-a8f3-4b73-81fa-7fa5d4f4e645;4;08:00:00;12:00:00;;;;ReceptionHours;211
10519;05244eda-2fef-45d8-97f5-9e8e1d530496;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;211
10520;9ac3f513-f8bd-4938-b91d-75f8d0bc7886;6;;;;;;ReceptionHours;211
10521;282a64a5-2c54-47ae-a8e8-11a931f84a60;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;211
10522;f0308595-f572-40ab-814b-d077df5060ef;0;;;;;;OpeningHours;211
10523;67d1e34b-afdd-4446-a5c5-11f9c1fa9a27;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;211
10524;5946aa43-11f0-4e08-976c-be05bb6d8407;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;211
10525;f8067716-cf36-4469-9394-d3615394058e;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;211
10526;0ea69da5-5713-45b0-a174-ae89472c9691;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;211
10527;fb9fb85a-9e37-4d9c-9eb5-9ddd8e81fcef;6;;;;;;OpeningHours;211
10528;41f25975-57f8-4f69-942f-bc6e4c1f2ae2;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;211
10529;15a34f40-f584-44ea-9e59-654d3e04c367;0;;;;;;ReceptionHours;212
10530;ec3154bf-d796-438c-831d-9beb08c90608;2;08:00:00;17:00:00;;;;ReceptionHours;212
10531;b0ae8b09-e6f8-484d-9ed3-01e5953f4ff5;3;08:00:00;17:00:00;;;;ReceptionHours;212
10532;346db12a-2216-4b7a-8cea-3edd6e1fc4ba;4;08:00:00;17:00:00;;;;ReceptionHours;212
10533;d70370e3-24d8-4d85-b861-0842073d2073;5;08:00:00;17:00:00;;;;ReceptionHours;212
10534;a675a369-0963-43f1-9398-185c8ca9d507;6;;;;;;ReceptionHours;212
10535;ebf3054f-ab1f-42a0-b45f-91364ab12ac2;1;08:00:00;17:00:00;;;;ReceptionHours;212
10536;093777af-9a30-4dd6-ac96-45911caf21bf;0;;;;;;OpeningHours;212
10537;aefa419e-2aca-48ac-947a-fd4645ce98f6;2;08:00:00;17:00:00;;;;OpeningHours;212
10538;f3f56ecb-7f40-4bb6-aa10-6f18fdd0f985;3;08:00:00;17:00:00;;;;OpeningHours;212
10539;662bb554-1bca-4466-87db-91db22d05860;4;08:00:00;17:00:00;;;;OpeningHours;212
10540;b7b78d60-be84-4af3-8331-3669d8be70c3;5;08:00:00;17:00:00;;;;OpeningHours;212
10541;b48253fe-b61b-44d3-9502-e5a97768ee4d;6;;;;;;OpeningHours;212
10542;535dab10-7e39-418f-927d-dbe73a3945c6;1;08:00:00;17:00:00;;;;OpeningHours;212
10543;579c140f-3391-41f9-ad3e-eb4236f75ab7;0;;;;;;ReceptionHours;213
10544;27fdfe70-e306-4144-bafc-1374792189fe;2;;;;;;ReceptionHours;213
10545;cc7eefc1-5bf0-4912-b50f-8c8036431724;3;15:00:00;17:00:00;;;;ReceptionHours;213
10546;526ff1fa-7572-499c-939c-0cd715051f98;4;;;;;;ReceptionHours;213
10547;66a0e78f-3aa0-499a-9a0c-ce1ae313aa13;5;;;;;;ReceptionHours;213
10548;cca8b9ee-ae9a-4533-b0c2-1b338420d602;6;;;;;;ReceptionHours;213
10549;fb7a0523-cda2-4d28-9f8c-e7a64b7966a3;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;213
10550;6a54be85-582b-4b71-9e36-189e700523e2;0;;;;;;OpeningHours;213
10551;090b9e13-c35f-4225-8f51-705096ded616;2;;;;;;OpeningHours;213
10552;01806cd8-d538-4fc9-8a63-b12b02d71eef;3;15:00:00;17:00:00;;;;OpeningHours;213
10553;409ed9b4-624d-4477-9f4e-186b016f80ed;4;;;;;;OpeningHours;213
10554;4e3b9fa9-26c9-4625-9d61-6e29a06c2809;5;;;;;;OpeningHours;213
10555;c7136f4e-5e76-4cb3-8bc2-85556039acae;6;;;;;;OpeningHours;213
10556;dad6f8ba-b95e-451f-b679-448ef8a27b30;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;213
10557;5475cdd0-e6b1-4207-a572-8dc980128f0f;0;;;;;;ReceptionHours;214
10558;7042bfec-dd7d-4bfa-887b-4c145c252e47;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;214
10559;85b44dd7-811d-4ae1-a183-b7787ecb7013;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;214
10560;cee46252-2586-4ab1-b2f4-cc092aa0467a;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;214
10561;e239a371-16de-4653-98fb-9e1f2da8d122;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;214
10562;c2d87ad6-4f29-4eb0-a3fd-c204c68e2518;6;;;;;;ReceptionHours;214
10563;5ffb2bf6-97a0-459b-8ce9-737522c57608;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;214
10564;c0157cce-21da-4b5c-ad0f-3f7b36b503ce;0;;;;;;OpeningHours;214
10565;06b9e305-c895-412f-bf4d-de94a5b77948;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;214
10566;5df8484c-2a57-4a46-b9f7-5e958d529b68;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;214
10567;64ebc086-5349-4d70-8212-88b34878ede8;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;214
10568;0e0561b4-cd3d-49c2-9ff3-fc5abdc50907;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;214
10569;32243a2b-d461-449e-b6ee-3ed25630ddb2;6;;;;;;OpeningHours;214
10570;df12c3c4-1103-4982-ac0b-d4dea2b176a1;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;214
10571;af628ec4-eff7-4710-9edf-a4902fbfb10a;0;;;;;;ReceptionHours;215
10572;e52e9f06-93d2-4e49-af9b-ac567dc5765a;2;15:00:00;17:00:00;;;2 и 4 вторник месяца;ReceptionHours;215
10573;5183dad1-224f-4b55-96eb-ed5880f63878;3;;;;;;ReceptionHours;215
10574;4f40714e-bf62-4378-872d-690dd741bd18;4;;;;;;ReceptionHours;215
10575;efe33aaf-69a9-42df-a180-9dd4238e75a7;5;;;;;;ReceptionHours;215
10576;8eab7423-7b38-4ef6-b093-1ecbd5015b46;6;;;;;;ReceptionHours;215
10577;d095605c-bb0a-4880-95b2-63ad99dd6979;1;;;;;;ReceptionHours;215
10578;7430950d-3713-4a70-8016-f459d4e78994;0;;;12:00:00;13:00:00;;OpeningHours;215
10579;dc0cab58-e235-42c6-b623-b648c200d735;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;215
10580;f27c0304-d5ed-45f9-860d-b7d9717ba914;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;215
10581;2e53efc0-b52b-40b7-b7b8-facd29d3a236;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;215
10582;ed889b38-ff5f-4cda-bbb2-67111b6b2a36;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;215
10583;fa5abdf1-2ab1-49dd-8b15-b90e2dbb386b;6;;;12:00:00;13:00:00;;OpeningHours;215
10584;d5a72ff0-8a37-4378-96dd-9d6f37f83bed;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;215
10585;4ba0dae2-7dd6-4feb-a074-d9a7cc04c377;0;;;;;;ReceptionHours;216
10586;8b41126d-b0f6-45f3-a148-91a7934cd449;2;08:00:00;17:00:00;11:30:00;12:30:00;;ReceptionHours;216
10587;8911d7ad-6915-4fff-97d8-bba59cdbe4be;3;08:00:00;18:00:00;11:30:00;12:30:00;;ReceptionHours;216
10588;9d2b578c-00f8-4b67-b667-9ff5a69e3c3e;4;;;;;Неприемный день;ReceptionHours;216
10589;d6fad917-19de-4e98-840b-b85e7f5f4629;5;08:00:00;16:00:00;11:30:00;12:30:00;;ReceptionHours;216
10590;f400dedf-3d7e-443d-9f03-86c98e56e663;6;;;;;;ReceptionHours;216
10591;aaf0c471-3bbc-4a9f-87af-cc32d81a3890;1;08:00:00;17:00:00;11:30:00;12:30:00;;ReceptionHours;216
10592;1033a537-137d-42bf-b758-0dde15e1e7ba;0;;;;;;OpeningHours;216
10593;0548b9ad-1803-403a-b802-e4e2d78eefdc;2;08:00:00;17:00:00;11:30:00;12:30:00;;OpeningHours;216
10594;25001e36-0c71-4775-8c48-0f0fcd6b8470;3;08:00:00;18:00:00;11:30:00;12:30:00;;OpeningHours;216
10595;477f7347-cc52-48e8-b1e5-818de4fcbae3;4;08:00:00;17:00:00;11:30:00;12:30:00;;OpeningHours;216
10596;0334fe22-5243-4c46-b683-658d496ab0f8;5;08:00:00;16:00:00;11:30:00;12:30:00;;OpeningHours;216
10597;494612ad-5446-408d-8751-f58e85621824;6;;;;;;OpeningHours;216
10598;fa0c6e4e-ce53-4f36-8213-799dc3abc57a;1;08:00:00;17:00:00;11:30:00;12:30:00;;OpeningHours;216
10599;8e2f0680-b11f-4f84-84b3-f68e785dd3dd;0;;;;;;ReceptionHours;217
10600;256fb241-0224-4fff-a5d7-649b73031faf;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;217
10601;9464f79d-674f-4c7b-8382-813d73b4086c;3;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;217
10602;b733a3c1-82d1-4681-8318-9ad6ae11130f;4;08:00:00;17:00:00;12:00:00;13:00:00;В четверг у  абонентского отдела Профдень, прием граждан не осуществляет.;ReceptionHours;217
10603;c2176ae4-64be-46f5-92ec-f10301f1302b;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;217
10604;b42b3b01-67c3-4e7f-a51b-ea61dcfcbefd;6;;;;;;ReceptionHours;217
10605;d43cf7db-75dd-4df0-a4ab-74d1ae8e9bcb;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;217
10606;9ad21e8c-c85e-4bab-958d-2c72e8ec3131;0;;;;;;OpeningHours;217
10607;b580e29e-e02f-4fe2-8559-d229c91e92b7;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;217
10608;559468ff-68c8-49c9-b11f-f19059095f28;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;217
10609;bec055c9-cd6c-4c19-8c12-5c77eee0caee;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;217
10610;8d996177-a429-415f-b92b-4ce73b371725;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;217
10611;d54b8c2a-fd41-4f67-add5-51d0627562a2;6;;;;;;OpeningHours;217
10612;2f1fc0cd-5e70-4f20-b06e-b2e640403adc;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;217
10613;1c248a27-aafd-4f85-9c84-3bc2e4d49256;0;;;;;;ReceptionHours;218
10614;c7a262de-360e-440a-b264-d5d519c29ee4;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;218
10615;22af8e66-13bd-422e-aca5-853c1413b6fe;3;09:00:00;18:00:00;13:00:00;14:00:00;;ReceptionHours;218
10616;4267f125-c76e-4214-9df7-50b2b16dcbce;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;218
10617;0ee7d937-81e9-40a8-80b3-a5680943cc39;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;218
10618;d2edb919-3870-4094-af4d-971ac128b49e;6;;;;;;ReceptionHours;218
10619;bde98924-a74b-47b1-8a9a-b44005b59b46;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;218
10620;b6231207-6621-4b20-8fd5-2e15cdb2e196;0;;;;;;OpeningHours;218
10621;21fd5559-00d5-42f7-a6fc-f8a8f83665eb;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;218
10622;cc28aa51-3926-4e51-8dd4-0d2abc8f39e1;3;09:00:00;18:00:00;13:00:00;14:00:00;;OpeningHours;218
10623;98ce20f1-2b06-4401-bae7-c77079a51a89;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;218
10624;1af770a1-d9d7-4976-8106-a060d8998edf;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;218
10625;cd48bd48-3d06-4daf-bd2c-d0f941d32b79;6;;;;;;OpeningHours;218
10626;b7495cdf-65c4-4ce0-884b-165304e65142;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;218
10627;89981f36-22f0-4d02-83d8-de65355b7352;0;;;;;;ReceptionHours;219
10628;e5d40905-f8b9-4a33-b056-421e12981f83;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;219
10629;3940fc37-1ff9-4829-a277-0525bf8a82dc;3;09:00:00;18:00:00;13:00:00;14:00:00;;ReceptionHours;219
10630;7a81c590-b843-4644-b66e-5dadc7e6ed07;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;219
10631;4f74284e-e421-42dd-a711-fa6776e2e633;5;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;219
10632;5c641521-6da5-4906-ad60-801a75140bf3;6;;;;;;ReceptionHours;219
10633;5e5de113-06e5-4c4c-affe-ef1b4ab844c9;1;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;219
10634;d6bb0627-5b3c-43cf-837e-5918a8abdeea;0;;;;;;OpeningHours;219
10635;c61fd5a5-b545-4160-985f-197c08fec5ef;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;219
10636;a0a9dbfa-13f0-4ebc-9aae-208cce09b1e1;3;09:00:00;18:00:00;13:00:00;14:00:00;;OpeningHours;219
10637;ecad5dc9-a079-47db-aff3-ed7417db06d2;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;219
10638;ece517d8-a453-4113-b157-16bbcc78bc59;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;219
10639;2fdf44cd-e3ae-42ea-8db1-51db000d2723;6;;;;;;OpeningHours;219
10640;9a9ba3d1-0dad-4c70-90f2-762cae43f2d9;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;219
10641;e2b60b5f-966a-4a98-9bef-862415a37449;0;;;;;;ReceptionHours;220
10642;10871a59-37e6-4158-8c76-605347ff0708;2;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;220
10643;7c34c963-4b86-4176-9a1b-60fcfa18f770;3;10:00:00;19:00:00;13:00:00;14:00:00;;ReceptionHours;220
10644;443ed96c-db04-4b68-94fe-336559887745;4;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;220
10645;25d5df44-7084-4d76-ab97-793492f2abff;5;10:00:00;19:00:00;13:00:00;14:00:00;;ReceptionHours;220
10646;52a1a45d-c742-4d26-b4b4-c01153cc325f;6;08:00:00;17:00:00;12:00:00;13:00:00;;ReceptionHours;220
10647;a39065b8-aea3-40ba-a8fb-4fe9642653e8;1;;;;;;ReceptionHours;220
10648;436c2512-a59a-47ad-8a23-589a66ea420e;0;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10649;a1ca15f3-9858-4fa1-99c2-ca890689da20;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10650;0c48164d-240e-4d77-875f-8af224034d89;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10651;ab2f6cd6-91f1-4218-bd08-2969fab02ddb;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10652;d5afa374-48f4-46a5-beda-b936e7ce6d05;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10653;a30533d4-bfce-4618-9742-4b07c31df8fc;6;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10654;f86fa696-09dc-4c14-b49c-36e00cab406f;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;220
10655;644d95a6-fc40-4945-a75c-a30c474f293c;0;;;;;;ReceptionHours;222
10656;9154eb99-bc10-428e-b752-143a6a4ca814;2;09:00:00;18:00:00;12:00:00;13:00:00;;ReceptionHours;222
10657;cd2859ca-2a04-409d-a47a-621d389a38cc;3;10:00:00;19:00:00;14:00:00;15:00:00;;ReceptionHours;222
10658;5bdb1fe7-5622-4c97-b034-7bf63cecf099;4;09:00:00;18:00:00;12:00:00;13:00:00;;ReceptionHours;222
10659;11bce6e7-2b0a-46d0-ad95-dd87d1ebca66;5;09:00:00;18:00:00;12:00:00;13:00:00;;ReceptionHours;222
10660;c2091593-3995-4260-b9eb-534b648fee38;6;;;;;;ReceptionHours;222
10661;5e2eccbe-e551-46b8-b04a-484c081d88ca;1;09:00:00;18:00:00;12:00:00;13:00:00;;ReceptionHours;222
10662;6903a612-fd7c-4cdb-ac64-34ded6888fee;0;;;;;;OpeningHours;222
10663;500a26fa-d05c-4cf0-b148-720c1f5e6c1f;2;09:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;222
10664;4e6c263b-4012-47d1-ba97-e44c3472afbd;3;10:00:00;19:00:00;14:00:00;15:00:00;;OpeningHours;222
10665;8c28e4f9-7139-44d1-a86c-d998d9f2ea67;4;09:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;222
10666;de765199-cd7a-4717-8cfa-0b38ebc4b008;5;09:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;222
10667;68dcdc95-ac8a-4b34-a46d-0afc3775926f;6;;;;;;OpeningHours;222
10668;5717aa1a-8701-4cb7-a303-7f10f0d56f30;1;09:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;222
10669;6112ec8b-4306-4553-bf97-307a33ae2994;0;;;;;;ReceptionHours;223
10670;0211c116-f9e0-452d-bd39-bb16b8bde32d;2;;;;;;ReceptionHours;223
10671;a731360b-7687-4795-8baf-494b51b35e3d;3;18:00:00;20:00:00;;;;ReceptionHours;223
10672;6b4df633-a902-41de-9a6e-14c2c88a0a4d;4;;;;;;ReceptionHours;223
10673;869fc8df-506f-4064-b7c6-a7f5362c847a;5;;;;;;ReceptionHours;223
10674;87580dc0-6d03-4415-abc9-f1ce4882216c;6;11:00:00;14:00:00;;;;ReceptionHours;223
10675;c47cd5c8-d6b6-441c-9d3b-be1b17b42c43;1;;;;;;ReceptionHours;223
10676;826353bd-22ff-4cb9-8f54-42e403179cad;0;;;;;;OpeningHours;223
10677;a0086567-c163-46a8-9e09-b5d95ae0fcdb;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;223
10678;556e3e8c-0adb-4757-8767-bda0af0cfc48;3;10:00:00;19:00:00;14:00:00;15:00:00;;OpeningHours;223
10679;319f3c5e-fbe3-40ba-b200-b0c9fa49e478;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;223
10680;e71830d7-b772-4f3f-814c-01f8cd8cc3c1;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;223
10681;debe3c4f-4f28-4adb-aed7-7119b7d48969;6;08:00:00;14:00:00;;;;OpeningHours;223
10682;1e807997-f680-4e63-b836-d2efb957aa31;1;;;;;;OpeningHours;223
10683;5646e6a7-e581-43b3-b9f3-43e8a567fd91;0;;;;;;ReceptionHours;224
10684;e7a0f9bf-fe7f-4194-abfa-afe78e9887cc;2;;;;;;ReceptionHours;224
10685;b83d66d4-a076-4684-8dfe-4ebfa931804c;3;15:00:00;18:00:00;;;;ReceptionHours;224
10686;093a10c5-6736-46c9-9616-9adb89e0d019;4;;;;;;ReceptionHours;224
10687;6535232a-d489-4182-8b77-8adaff8e1f16;5;;;;;;ReceptionHours;224
10688;9c40fb9c-4765-48f2-92ab-b51556e3f8a0;6;;;;;;ReceptionHours;224
10689;61a42a05-8280-4bfe-8012-00e95dfe3c11;1;;;;;;ReceptionHours;224
10690;65703ec9-5664-49eb-867c-aaa16c89498b;0;;;;;;OpeningHours;224
10691;2dfdbe56-aca6-4ab9-8899-cbb6d31675c3;2;09:00:00;17:00:00;;;;OpeningHours;224
10692;489355f3-93ad-479e-8d10-5325b733452b;3;11:00:00;19:00:00;;;;OpeningHours;224
10693;794722b2-2e76-47a8-986f-5967d9a85c3b;4;09:00:00;17:00:00;;;;OpeningHours;224
10694;a0323c88-3aff-472f-9efb-cc15a5fe56bc;5;11:00:00;19:00:00;;;;OpeningHours;224
10695;74c4f49d-1b35-489b-acdf-e66c33bde22e;6;09:00:00;15:00:00;;;;OpeningHours;224
10696;02f88fb3-103d-4544-9b49-4b3447f09e42;1;;;;;;OpeningHours;224
10697;4a578887-ef49-4758-a2be-f6845cf0af37;0;;;;;;ReceptionHours;225
10698;a40ea2ee-f26d-4a32-a560-28f32453055b;2;;;;;;ReceptionHours;225
10699;15402d7e-227b-4079-9ea5-738deb5e1da8;3;15:00:00;18:00:00;;;;ReceptionHours;225
10700;550edf3f-f0bd-42e7-99cc-950a1ebf3cbb;4;;;;;;ReceptionHours;225
10701;54d874fe-8243-4c7a-812a-aa5d671fb576;5;15:00:00;18:00:00;;;;ReceptionHours;225
10702;beea709b-f1a1-4f2f-a352-8ed6a622865a;6;;;;;;ReceptionHours;225
10703;ea4fc892-38a5-4132-81e1-a6d1de6242b5;1;;;;;;ReceptionHours;225
10704;841563db-0aaf-4a58-8bbf-4bfc3603b5bc;0;;;;;;OpeningHours;225
10705;3c935561-51d8-4c11-b938-07cf76896c89;2;09:00:00;18:00:00;12:00:00;13:00:00;;OpeningHours;225
10706;af3f195f-3b02-4613-854c-52f6b4f383ba;3;09:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;225
10707;b4801f54-02ed-4a20-a9c9-97622ec2d3e3;4;09:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;225
10708;f2136c59-c39a-4440-ad16-7a975bbb835b;5;09:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;225
10709;044a4b0a-9721-4cb9-9265-051d8fb5ab18;6;09:00:00;13:00:00;;;;OpeningHours;225
10710;0630c99f-26e5-46a8-99d4-a29241dfedb5;1;;;12:00:00;13:00:00;;OpeningHours;225
10711;713479af-6f4d-42ad-86e2-b66b783b3c3a;0;;;;;;ReceptionHours;226
10712;178ad31a-8da7-4b29-9318-55f66fb7ae01;2;;;;;;ReceptionHours;226
10713;4f67144e-c446-4d26-8962-29fda0dcd436;3;14:00:00;16:00:00;;;;ReceptionHours;226
10714;05e10834-dbad-4225-bdcc-4157398383f6;4;;;;;;ReceptionHours;226
10715;00df8195-f9a3-4608-978a-1c5d7eeec7bd;5;;;;;;ReceptionHours;226
10716;d0122657-c2cf-46c3-8873-7e356deb3392;6;;;;;;ReceptionHours;226
10717;546a3aa4-a004-4eb5-b0ad-85749495ec29;1;14:00:00;16:00:00;;;;ReceptionHours;226
10718;3001dfd8-0f9a-4522-bdb8-a908d39a4ee8;0;;;;;;OpeningHours;226
10719;60c5268b-f3e2-4c72-9896-ea63232b8e12;2;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;226
10720;216e1547-a216-41e6-b753-b2b832d3d943;3;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;226
10721;f5aa3b09-a77a-4175-a287-772a47f3a230;4;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;226
10722;6f5fa7a2-9208-4719-9261-31b433a61335;5;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;226
10723;424360b0-135d-490e-aae9-319d0943295e;6;;;;;;OpeningHours;226
10724;838e09f7-bac5-4e9b-89f4-645314ed2a53;1;08:00:00;17:00:00;12:00:00;13:00:00;;OpeningHours;226
10725;09a5c911-41bc-4c39-8f14-0339911a2f9e;0;;;;;;ReceptionHours;227
10726;04ce50b4-8ff7-4ade-97b4-0ad78271303b;2;;;;;;ReceptionHours;227
10727;4c924088-6cf2-4898-847b-265140b8372c;3;15:00:00;17:00:00;;;;ReceptionHours;227
10728;c1711c0a-d561-4283-a954-5bdc507a5526;4;;;;;;ReceptionHours;227
10729;d4f00325-d717-43cd-b373-f730be02c4bb;5;15:00:00;17:00:00;;;;ReceptionHours;227
10730;ef275f90-16d6-4e1f-a9bd-4a78b02fa9fb;6;;;;;;ReceptionHours;227
