id;guid;aoGuid;name;parentGuid;level
47;3e3bc5e3-f1ad-428b-b1c4-3abbda7c49aa;3e3bc5e3-f1ad-428b-b1c4-3abbda7c49aa;Шумшевашское;2085bdb8-ebe3-4c38-95ca-262d756da2da;4
48;c00c9078-89df-41d8-87b3-28a2ae1878d2;c00c9078-89df-41d8-87b3-28a2ae1878d2;Яндобинское;2085bdb8-ebe3-4c38-95ca-262d756da2da;4
49;4c12a9dc-4991-49f8-ad64-29fdad7dde86;4c12a9dc-4991-49f8-ad64-29fdad7dde86;Алманчиковское;8af97197-414a-403e-968c-bcaccb25da1a;4
50;f2e610d5-aeff-4494-b866-a5b622b80798;f2e610d5-aeff-4494-b866-a5b622b80798;Балабаш-Баишевское;8af97197-414a-403e-968c-bcaccb25da1a;4
51;1872fbe8-e4e9-4c75-a6a3-5a24c439d479;1872fbe8-e4e9-4c75-a6a3-5a24c439d479;Батыревское;8af97197-414a-403e-968c-bcaccb25da1a;4
52;0adbb75e-4e83-41e3-9dd4-0d854b869f52;0adbb75e-4e83-41e3-9dd4-0d854b869f52;Бахтигильдинское;8af97197-414a-403e-968c-bcaccb25da1a;4
53;9158f768-fe83-4a20-a771-14891df47a47;9158f768-fe83-4a20-a771-14891df47a47;Бикшикское;8af97197-414a-403e-968c-bcaccb25da1a;4
54;aa007587-4019-4c72-866a-4fddcaac94c9;aa007587-4019-4c72-866a-4fddcaac94c9;Большечеменевское;8af97197-414a-403e-968c-bcaccb25da1a;4
55;80aa3e1e-5d23-4fec-8c31-82772ddea6f2;80aa3e1e-5d23-4fec-8c31-82772ddea6f2;Долгоостровское;8af97197-414a-403e-968c-bcaccb25da1a;4
56;d7977b81-a131-47fc-bf00-e0043b3fb748;d7977b81-a131-47fc-bf00-e0043b3fb748;Кзыл-Чишминское;8af97197-414a-403e-968c-bcaccb25da1a;4
57;9b531ea6-ebfc-42e1-9ad4-6f55d7270875;9b531ea6-ebfc-42e1-9ad4-6f55d7270875;Новоахпердинское;8af97197-414a-403e-968c-bcaccb25da1a;4
58;10222001-d665-4c1f-90f3-1439451f370a;10222001-d665-4c1f-90f3-1439451f370a;Норваш-Шигалинское;8af97197-414a-403e-968c-bcaccb25da1a;4
59;dba7136f-635b-43ea-a332-34b95006bd58;dba7136f-635b-43ea-a332-34b95006bd58;Первомайское;8af97197-414a-403e-968c-bcaccb25da1a;4
60;564e0c27-6839-43f1-8da3-abe282812f5f;564e0c27-6839-43f1-8da3-abe282812f5f;Сигачинское;8af97197-414a-403e-968c-bcaccb25da1a;4
61;f41d6494-26e2-4a00-8f8e-8536947c838e;f41d6494-26e2-4a00-8f8e-8536947c838e;Сугутское;8af97197-414a-403e-968c-bcaccb25da1a;4
62;84155772-e3e6-45c2-aa32-79d578aff0ef;84155772-e3e6-45c2-aa32-79d578aff0ef;Тарханское;8af97197-414a-403e-968c-bcaccb25da1a;4
63;c06edbf1-a4ee-4d62-8085-7c8108ce5df7;c06edbf1-a4ee-4d62-8085-7c8108ce5df7;Татарско-Сугутское;8af97197-414a-403e-968c-bcaccb25da1a;4
64;5d677233-039d-48d6-8fbe-bdff7ab5a54f;5d677233-039d-48d6-8fbe-bdff7ab5a54f;Тойсинское;8af97197-414a-403e-968c-bcaccb25da1a;4
65;d56f2757-d3c9-47e1-b316-2228b2eb0259;d56f2757-d3c9-47e1-b316-2228b2eb0259;Туруновское;8af97197-414a-403e-968c-bcaccb25da1a;4
66;0ce5ea0d-d0a0-40f4-93c4-ca505afb95da;0ce5ea0d-d0a0-40f4-93c4-ca505afb95da;Шаймурзинское;8af97197-414a-403e-968c-bcaccb25da1a;4
67;0b197660-5a06-48ea-bb63-e1e9c8f276f3;0b197660-5a06-48ea-bb63-e1e9c8f276f3;Шыгырданское;8af97197-414a-403e-968c-bcaccb25da1a;4
68;956e90d9-4200-48e8-8746-e333d3439828;7b1b2d96-ec6e-4005-8484-3128c6301733;Азимсирминское;08096852-0130-4e2f-8bac-54f5b14a9100;4
69;a05b9735-13a4-4709-ac79-eccbe09446c9;a05b9735-13a4-4709-ac79-eccbe09446c9;Алгазинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
70;bf1cae9f-1edf-41c1-b35e-1f2a86bd9ccd;bf1cae9f-1edf-41c1-b35e-1f2a86bd9ccd;Апнерское;08096852-0130-4e2f-8bac-54f5b14a9100;4
71;51150aca-8bd8-494d-b7b9-ff6257f5d7cb;51150aca-8bd8-494d-b7b9-ff6257f5d7cb;Большеторханское;08096852-0130-4e2f-8bac-54f5b14a9100;4
72;207e3242-49fc-40ef-be35-f998825b61e1;207e3242-49fc-40ef-be35-f998825b61e1;Большеяушское;08096852-0130-4e2f-8bac-54f5b14a9100;4
73;db080d24-d700-45be-9847-63ff6c1d65b4;db080d24-d700-45be-9847-63ff6c1d65b4;Буртасинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
74;320e19f8-0b53-42d9-8dc2-b1f7d98e06da;320e19f8-0b53-42d9-8dc2-b1f7d98e06da;Вурманкасинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
75;f31a8fc0-c055-4991-a0ed-ba8dec0c370d;f31a8fc0-c055-4991-a0ed-ba8dec0c370d;Ермошкинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
76;f5a108d6-2b92-4e29-a545-88f8ef01e0a3;f5a108d6-2b92-4e29-a545-88f8ef01e0a3;Ершипосинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
77;2ac76786-e284-4aff-955e-d1a5fcd14a88;2ac76786-e284-4aff-955e-d1a5fcd14a88;Калининское;08096852-0130-4e2f-8bac-54f5b14a9100;4
78;30fda1b4-74f3-4478-9906-39141678932e;30fda1b4-74f3-4478-9906-39141678932e;Кольцовское;08096852-0130-4e2f-8bac-54f5b14a9100;4
79;cc6d2245-86f2-4c74-8722-15637b274580;cc6d2245-86f2-4c74-8722-15637b274580;Малояушское;08096852-0130-4e2f-8bac-54f5b14a9100;4
80;0927ece2-bb23-4b99-89a3-7c180dd6c367;0927ece2-bb23-4b99-89a3-7c180dd6c367;Ойкас-Кибекское;08096852-0130-4e2f-8bac-54f5b14a9100;4
81;7eb76560-55d9-480d-84a3-41b071c7de33;7eb76560-55d9-480d-84a3-41b071c7de33;Санарпосинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
82;042990e9-43e0-4a68-ac83-556e0b3cef1c;042990e9-43e0-4a68-ac83-556e0b3cef1c;Сявалкасинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
83;5cbd425a-da7a-4a3a-af6a-0155457068c7;5cbd425a-da7a-4a3a-af6a-0155457068c7;Хирпосинское;08096852-0130-4e2f-8bac-54f5b14a9100;4
84;e7c08b0d-870d-4ed9-9ce2-6988862d8fab;e7c08b0d-870d-4ed9-9ce2-6988862d8fab;Шинерское;08096852-0130-4e2f-8bac-54f5b14a9100;4
85;d1dd6f35-16ac-4672-b70f-4d7d56f19cee;71cef861-dc10-4cf9-800b-dfbdfe36833b;Айбечское;656444b1-a0fd-4203-b5f3-770e442b2373;4
86;4688ac5a-247b-4588-994b-3012b8c8c657;88888ba5-41f3-4d5e-a6e4-7f750b75e47a;Андреевское;656444b1-a0fd-4203-b5f3-770e442b2373;4
87;08a256dd-c930-4d98-bbbe-c2da979b8db9;1cd26e41-3243-4b6f-a43e-c0c93722c889;Березовское;656444b1-a0fd-4203-b5f3-770e442b2373;4
88;18652f89-f53c-42e6-9af1-601cfebcd870;9332b40b-5f6d-458f-82dd-eefa066a8baf;Большеабакасинское;656444b1-a0fd-4203-b5f3-770e442b2373;4
89;a452d7c8-f76e-4d87-8666-4218ec3ea644;5ed894a0-79be-41b6-8b34-955f53c3d24f;Буинское;656444b1-a0fd-4203-b5f3-770e442b2373;4
90;0e5fb93e-458a-431c-8546-bae50280b823;9feecc38-dd66-44df-a8ff-29bdf6eae662;Кировское;656444b1-a0fd-4203-b5f3-770e442b2373;4
91;d454dca1-3dd4-48ad-b38f-74f21cb351df;eec551e3-b46e-4958-ae1b-2115aa4c1327;Климовское;656444b1-a0fd-4203-b5f3-770e442b2373;4
92;df1d7a60-9461-4637-88d2-ca6d44801b47;9816e317-828a-4e3f-931a-ec2427b7c139;Малокармалинское;656444b1-a0fd-4203-b5f3-770e442b2373;4
93;726072de-2397-4535-905b-5d7ed1b2bdf6;4c0917f0-aa4b-4115-99b2-cec786f56884;Новочурашевское;656444b1-a0fd-4203-b5f3-770e442b2373;4
94;4cdd1c7e-f327-484c-8b3e-b0c2190251aa;7f7a2a55-5b4d-44bc-844e-a9f60c526f2d;Хормалинское;656444b1-a0fd-4203-b5f3-770e442b2373;4
95;78c36fb3-0e17-47f1-a65d-3e94e0234081;1e0ff33e-a9fe-4acb-890b-5aeae608ba37;Чувашско-Тимяшское;656444b1-a0fd-4203-b5f3-770e442b2373;4
96;5040f585-c18b-4ed4-a775-d02791e0ece7;67813a7f-9bf9-40bc-93fb-e688c2983375;Ширтанское;656444b1-a0fd-4203-b5f3-770e442b2373;4
97;94111d8e-518d-4c16-9265-8ebfafbec3f4;de51d73a-2693-48d8-8808-2aa0e9f504c2;Асхвинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
98;eea56386-9c0f-4973-8eaf-298bc6cc03ba;5e48c22e-497a-4b8e-aac7-86bde9c69e08;Атнашевское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
99;89844550-20a5-49e7-ace0-776ea989cb93;2b5f5a6a-0d9a-47d3-9f8a-d414657ab996;Ачакасинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
100;a1ced45f-f77b-476d-bc42-06c8e063dacb;61cc5b77-6954-4839-bf7f-1be2e42bcc53;Байгильдинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
101;e544b8eb-e336-4568-9c8b-d77d0e922954;88cf7b17-aa2d-49ce-8b17-cd9248c5a87f;Вутабосинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
102;b4aa581b-f965-464f-975d-c8ea76f16ded;79c0fe15-f0d7-4258-a014-28caa4c26115;Караклинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
103;3b39c8a0-9358-4735-9d81-e08cd87ffb52;9873b862-1775-4eb2-ba57-64f761364df0;Кошноруйское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
104;b80fda55-c6a4-4972-baa4-b98b969d207c;48768e4a-bed3-4699-814c-7ded473a6429;Малобикшихское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
105;3f97a56f-1ded-4247-8b27-c9bc20943d21;0b2a1bf8-0093-487d-9966-5ddd9e488c81;Малокибечское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
106;5746c0bc-0272-4803-a7d5-d0b76bde567b;cacfda2b-a5b2-48e8-8693-5674a6f79900;Новоурюмовское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
107;62831ccc-7bdb-4147-b880-99ff7ebec494;957a7141-edfa-4e53-a2fe-221064aea08a;Новочелкасинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
108;279f93cd-60b7-4e9c-89c0-a4a9c28f1b77;3c789e37-84c9-4bc7-99da-c9c924132749;Сеспельское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
109;aad9d4bb-0c72-415a-bcd9-c91284f7bb9d;238cc61a-8919-4c05-97f0-a3c7cf3e85ce;Среднекибечское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
110;9644b6a2-b487-40e5-8996-993dbfb45624;20637728-1579-41be-9b9c-8cf2b59e6dcb;Сугайкасинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
111;811717fb-4bc2-487f-8e24-3fae1941187c;bbf3a00c-3c81-4c2a-adf7-12cf1ddd87bc;Тобурдановское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
112;aa9a64fb-c691-4523-b533-891011f6bef7;8751f28c-2391-40f5-bced-36d4651d36e9;Ухманское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
113;6544d415-60a5-47a6-94c9-97d092666b84;4c895386-4771-42b1-9c15-c44e5e980605;Хучельское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
114;fff1104b-3b5b-44e9-9415-4e6db049c434;533797fd-26e8-4bd4-a399-9d6caa427324;Чагасьское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
115;d21f7618-b824-4d15-aa59-7055ef9fa585;1b282ac3-1c54-44c5-a7d6-595ed784b2bb;Шакуловское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
116;e335fc19-86f3-4ca5-a0a7-fdfaf90e2610;326abd17-2471-432c-9873-11196427c8bb;Шальтямское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
117;50edd3da-7156-46e8-bd14-5ff8124fe093;74e89365-45b6-4e31-b121-636141c66e96;Шибылгинское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
118;1e823714-86f0-4763-a9fa-35570f73a0a0;6136529a-2b24-4cff-a64a-19a0dd918721;Шихазанское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
119;e21c9e18-3147-44ac-9018-eac781beccc8;93013412-2ecf-474b-9784-18baceac4d81;Ямашевское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
120;d1e61b96-2cdb-4cee-9420-a4820a814a46;d382d645-572b-4312-8c6f-284ba96d2265;Янгличское;e08f62e6-e8b8-4bd5-b3e7-ad0a04a324ef;4
121;e1be3bac-e9b0-481d-b0c0-eb25ea4452b2;d0c048dc-e2bf-48f8-b93e-5f9c626d00be;Андреево-Базарское;281c4d8f-3487-4685-8876-7fd1548b825c;4
122;d9bdd43a-eb19-4a7c-9c88-02fef0171252;b35eab4f-7b8c-4c13-9ea1-9c0fad2c2af0;Аттиковское;281c4d8f-3487-4685-8876-7fd1548b825c;4
123;0ccee83c-b055-47bd-b0c3-aaf2379dfc0e;410d9b8a-bb59-4230-bd3e-4007f537a089;Байгуловское;281c4d8f-3487-4685-8876-7fd1548b825c;4
124;f35f654f-2704-4612-ac7b-b020629541f0;da6cd4dc-1400-4637-9de7-90893b1c0cb7;Еметкинское;281c4d8f-3487-4685-8876-7fd1548b825c;4
125;0dad02d6-afb6-4c9b-bda2-a8920087417a;63b46d51-cc69-46ba-9f27-7a7e4ba3fad9;Карамышевское;281c4d8f-3487-4685-8876-7fd1548b825c;4
126;29f25e1c-9423-4bff-a34c-b62badbc6895;cfec0dcf-6f45-4980-b0d1-d9ddef0a82a0;Карачевское;281c4d8f-3487-4685-8876-7fd1548b825c;4
128;101b6bc4-c7f7-4a65-bdef-b9357deca602;b1831bcd-c6ba-4aa3-bab3-4dc48cd4043b;Солдыбаевское;281c4d8f-3487-4685-8876-7fd1548b825c;4
129;12cc4b1b-f07d-42f2-aea0-26a5f74a0d04;fffc50df-daa9-41d0-ab3d-07aa05e400de;Тюрлеминское;281c4d8f-3487-4685-8876-7fd1548b825c;4
130;704dd51a-57a5-417e-8bea-b3c032e6461c;2f2e7f25-450b-4eb8-9154-fb2e118d8227;Янгильдинское;281c4d8f-3487-4685-8876-7fd1548b825c;4
131;102aa4a9-eb26-4d3b-9a1d-4efbb0b188f9;102aa4a9-eb26-4d3b-9a1d-4efbb0b188f9;Александровское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
132;f1948151-2754-432f-97c8-492d917cd73a;f1948151-2754-432f-97c8-492d917cd73a;Альбусь-Сюрбеевское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
133;1f5a2195-dbc6-4669-8228-16915c2fff73;1f5a2195-dbc6-4669-8228-16915c2fff73;Асановское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
134;c9c49eb1-61f8-4462-8435-082c37f5b861;c9c49eb1-61f8-4462-8435-082c37f5b861;Кайнлыкское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
135;55a535f4-6d7f-4246-8979-c756eba5b647;55a535f4-6d7f-4246-8979-c756eba5b647;Комсомольское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
136;ac751b79-3dcd-4d9c-9044-c717f21e8e6e;ac751b79-3dcd-4d9c-9044-c717f21e8e6e;Новочелны-Сюрбеевское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
137;c407a36f-3ca9-42a3-b7be-0bbcf6f12454;c407a36f-3ca9-42a3-b7be-0bbcf6f12454;Полевосундырское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
138;026b0a17-b37c-43fd-b81c-b1c7927dc397;026b0a17-b37c-43fd-b81c-b1c7927dc397;Сюрбей-Токаевское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
139;d179aaf3-5c18-4550-a470-2ba5d2df19d3;d179aaf3-5c18-4550-a470-2ba5d2df19d3;Тугаевское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
140;e4013e2e-6329-46d2-926e-f1f0525b3e5c;e4013e2e-6329-46d2-926e-f1f0525b3e5c;Урмаевское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
141;d4c71885-0669-4c87-b44d-f6eeefa72899;d4c71885-0669-4c87-b44d-f6eeefa72899;Чичканское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
142;82983139-8adb-48e0-b9f9-76d911a3c385;82983139-8adb-48e0-b9f9-76d911a3c385;Шераутское;8bdf963a-b727-46ba-a79a-3a6b53ad63f9;4
143;512ec9d9-979c-4654-bdb2-7ae897281a65;a9690cc4-08d3-49bf-8a12-a1ce1dada373;Алманчинское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
144;2ece4197-cda4-4817-90df-29409454e089;8ea0bc29-3a56-4b50-9e6e-d8506d9de439;Большешатьминское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
145;fe4e595a-4dad-4d00-8fea-8e4c03a4704d;78ec0f56-4220-41aa-9871-6e5f64d64a8c;Исаковское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
146;6fc94f85-1529-4b4e-89b6-614fd0584a7f;32606c20-3852-4788-b566-04d020a17b45;Караевское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
147;90aeef42-4abb-4a28-8e35-a86ba582bb1b;f816f3d8-00a5-4e0f-814b-6c485554ab14;Красноармейское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
148;7f3d3dca-164f-4c14-85dc-fd08e278e5bc;779a16f8-934f-45d0-8154-4720085f1182;Пикшикское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
149;9247be89-7846-4541-ac4b-39ef34f03f66;e366e887-2c0e-49ae-a231-461360874e31;Убеевское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
150;4cced30b-f15f-4da8-93b7-bff5e5ffbe1a;e4562e66-941a-45d8-a126-c35dd3641284;Чадукасинское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
151;1164545a-af31-4e19-8d20-dbc80a20621d;67103514-93b2-4c4d-8f9c-08db2837d905;Яншихово-Челлинское;5bf8318a-86be-4e7d-9cf8-00e4298e5a77;4
152;7be31d4d-ae31-44eb-a4d6-9dd2bc054b36;7be31d4d-ae31-44eb-a4d6-9dd2bc054b36;Акчикасинское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
153;ab2c4246-0b81-4127-b289-1f19c161b07b;ab2c4246-0b81-4127-b289-1f19c161b07b;Атнарское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
154;1c721535-9558-4bb4-ae6c-dea7b7efeafb;1c721535-9558-4bb4-ae6c-dea7b7efeafb;Большеатменское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
155;7a1d69dd-c15f-46ba-afc8-e73e7fac39d0;7a1d69dd-c15f-46ba-afc8-e73e7fac39d0;Испуханское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
156;bbf3110a-ecb8-451c-8b66-69087f6f77fe;bbf3110a-ecb8-451c-8b66-69087f6f77fe;Красночетайское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
157;54d9edaa-08fe-4dae-8f18-8d3603c44090;54d9edaa-08fe-4dae-8f18-8d3603c44090;Пандиковское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
158;d8511cd6-c027-4c09-a45e-f5740b07e150;d8511cd6-c027-4c09-a45e-f5740b07e150;Питеркинское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
159;bfc0bca1-84c9-46f4-bd16-000085bbd732;bfc0bca1-84c9-46f4-bd16-000085bbd732;Староатайское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
160;d0e12132-16a6-4a88-ad18-91fac070e0d4;d0e12132-16a6-4a88-ad18-91fac070e0d4;Хозанкинское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
161;9be533e9-4221-4527-81cd-a04e258194aa;9be533e9-4221-4527-81cd-a04e258194aa;Штанашское;e6be55b9-4ad0-4f49-a4d2-4cfa33ec3288;4
162;76ff1b01-7b69-4c74-b25d-a11792ab6104;76ff1b01-7b69-4c74-b25d-a11792ab6104;Аксаринское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
163;71598302-1bdd-4016-b8ae-2b73166a542f;71598302-1bdd-4016-b8ae-2b73166a542f;Бичуринское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
164;0acfd952-374b-4b69-b182-59d9a194e507;0acfd952-374b-4b69-b182-59d9a194e507;Большешигаевское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
165;03ce8932-8890-4cc3-99fa-65012ad0fbe9;03ce8932-8890-4cc3-99fa-65012ad0fbe9;Карабашское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
166;595ab885-8856-4068-8ca9-7c8cf22b3020;595ab885-8856-4068-8ca9-7c8cf22b3020;Кугеевское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
168;73f289fb-bb80-4572-98f3-b204a7f7decc;73f289fb-bb80-4572-98f3-b204a7f7decc;Октябрьское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
169;359f6eac-df00-4783-b207-4242a2b2e69f;359f6eac-df00-4783-b207-4242a2b2e69f;Первочурашевское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
170;70a1c58d-0b01-40a3-bdeb-2e4538858b92;70a1c58d-0b01-40a3-bdeb-2e4538858b92;Приволжское;1f54c326-1a30-4de9-b63b-8887c2e7fc50;4
